id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
23656123;Plantage Loft Apartment;113863505;Olivia;;Centrum-Oost;523642;491588;Entire home/apt;110;2;14;23.06.19;0.92;1;14
23657826;VERY TRENDY & DUTCH- DE PIJP RESIDENCE;76104209;Rated;;De Pijp - Rivierenbuurt;5235346;490233;Entire home/apt;380;5;0;;;79;365
23659145;LEIDSE SQUARE/MUSEUM QUARTER-EXPLORE IN STYLE;76104209;Rated;;Centrum-Oost;5236404;488503;Entire home/apt;400;6;0;;;79;365
23661117;PERFECT BASE TO EXPLORE CITY CENTRE AMSTERDAM;76104209;Rated;;Centrum-West;523761;489413;Entire home/apt;350;6;0;;;79;365
23662346;Cozy Houseboat in the Centre of Amsterdam;9799534;Marlijn;;Centrum-Oost;5236862;491644;Entire home/apt;220;3;6;07.07.19;0.37;3;6
23664018;Authentic Amsterdam room in Red Light Area;71275591;Alice;;Centrum-West;5237438;489847;Private room;205;2;15;19.05.19;0.97;1;0
23665884;Beautiful Apartment near Vondelpark;20462919;Florine & Rutger;;De Baarsjes - Oud-West;5235866;485889;Entire home/apt;151;4;2;19.05.18;0.14;1;0
23675287;Fijne hoekwoning in rustige buurt;10319013;Masja;;Bos en Lommer;5237649;485271;Entire home/apt;55;7;0;;;1;0
23679710;Family Home with Garden house close to Vondel Park;113034;Bronwyn;;De Baarsjes - Oud-West;5236122;485178;Entire home/apt;160;3;4;02.06.19;0.35;1;4
23683563;Apartment with garden in Amsterdam Old West;58560931;Freek;;Bos en Lommer;5237617;48572;Entire home/apt;98;5;8;07.06.19;0.50;1;0
23684337;Apartment in canal house (17th century) downtown;12354457;Sebastiaan;;Centrum-West;5237726;489007;Entire home/apt;125;3;28;05.06.19;Jan/72;1;3
23684523;Private room in Amsterdam close to the city center;31890282;Oliver;;De Baarsjes - Oud-West;5236709;486533;Private room;50;1;0;;;1;0
23690299;Great city center apt with balcony! (4people);152958807;Yishay;;Centrum-Oost;523605;489273;Entire home/apt;140;2;6;07.02.19;0.42;1;0
23690477;Comfortable stay in buzzing Amsterdam-West;66582903;Britt;;De Baarsjes - Oud-West;5237206;485058;Entire home/apt;125;2;5;22.05.19;0.44;1;0
23691386;New, modern & light apartment - GREAT area!;28809259;Lodewyck;;De Pijp - Rivierenbuurt;5235639;490196;Entire home/apt;119;1;19;29.06.18;Jan/23;1;0
23693134;Master bedroom with a canalview;38482223;Puck;;Centrum-Oost;5237259;490521;Private room;150;1;6;22.05.19;0.38;1;0
23701978;Private Room in Amsterdam Nieuw West-Free Parking;96313584;Ari;;Osdorp;5236499;480298;Private room;50;2;7;02.04.18;0.44;1;0
23702490;Light & Bright Apartment Close to RAI;3481155;Deshana;;De Pijp - Rivierenbuurt;5234316;490395;Entire home/apt;120;3;6;24.09.18;0.39;1;0
23706670;Spacious apartment by the Vondelpark;5705965;Ryanne;;De Baarsjes - Oud-West;5235807;485651;Entire home/apt;150;2;2;21.05.18;0.14;1;0
23708078;Amsterdam city center;177634860;Kevin;;De Baarsjes - Oud-West;5237426;486402;Entire home/apt;110;2;7;24.11.18;0.45;1;0
23709618;Luxury Apartment 15 minutes to center and Schiphol;14492952;Selma And Erol;;Osdorp;5235074;479831;Entire home/apt;100;2;18;11.05.19;Jan/15;2;0
23721190;Amazing apartment in the Jordaan with roof terrace;53938771;Ben;;Centrum-West;5237814;488194;Entire home/apt;176;1;4;20.08.18;0.25;1;1
23721542;Cosy apartment with a view;169307241;Maya;;Buitenveldert - Zuidas;5232827;488695;Entire home/apt;208;3;8;21.05.19;0.50;1;17
23722473;Spacious double-floor apartment in A'dam Oud-West;177810728;Koos;;De Baarsjes - Oud-West;5236478;487844;Entire home/apt;280;3;7;28.05.18;0.45;1;0
23722843;Sailor's House;177813820;Otto;;De Baarsjes - Oud-West;5236638;487538;Entire home/apt;200;2;14;01.04.19;0.98;1;0
23722870;Bright + airy room just 15 mins from Ams Central!;14118954;Danielle;;IJburg - Zeeburgereiland;5235919;497967;Private room;74;2;24;03.11.18;Jan/92;1;0
23722903;Private apartment and garden at great location;133576767;Giuseppe;;Oud-Oost;5235803;490949;Private room;105;1;5;25.06.18;0.34;2;0
23723888;Large family house with free parking in Amsterdam;102223329;Amine;;IJburg - Zeeburgereiland;5236159;497598;Entire home/apt;185;6;3;17.08.18;0.21;1;9
23724052;¬∑ Stylish Family House with terrace in 'De Pijp' ¬∑;1999889;Dennis;;De Pijp - Rivierenbuurt;5235382;489102;Entire home/apt;200;3;12;22.06.19;0.79;1;0
23727311;Cozy design apartment Westerpark;24115136;Merijn;;Westerpark;5239023;487512;Entire home/apt;140;1;11;01.06.19;0.72;1;0
23727453;Rembrandt Square Apartment;176161892;Felix;;Centrum-Oost;5236497;489667;Entire home/apt;135;2;0;;;1;0
23727584;One of a kind design house for families;2939531;Laura;;Oud-Noord;5238835;494579;Entire home/apt;275;5;5;21.09.18;0.35;2;0
23728515;Cozy room close to center of Amsterdam;119161479;Sevil;;Noord-Oost;523922;495133;Private room;45;1;16;19.05.19;01. Nov;1;333
23728775;260m2 Amsterdam house & garden next to Vondelpark;12694680;Dagmar;;De Baarsjes - Oud-West;5236301;486668;Entire home/apt;390;5;3;26.08.18;0.26;1;8
23728825;Chique apartment in Amsterdam centre with terrace;177882998;Kim;;Westerpark;5237285;486698;Entire home/apt;140;3;6;26.05.19;0.38;1;5
23729261;Lovely apartment @ Top Location - City Centre;99721252;Aysen;;De Pijp - Rivierenbuurt;5235641;489339;Private room;89;3;41;02.07.19;Feb/66;1;30
23739774;360 views of Amsterdam Luxury Apt;7399322;Omar;;De Pijp - Rivierenbuurt;5235175;488846;Private room;200;1;18;30.06.19;Jan/31;2;32
23742607;Spacious and modern apartment Amsterdam South;178032192;Charlotte;;De Pijp - Rivierenbuurt;5234238;490725;Entire home/apt;255;4;8;03.06.19;0.59;1;0
23747999;Rivierenbuurt;17494758;Paskalle;;De Pijp - Rivierenbuurt;5234143;49035;Entire home/apt;150;2;9;02.06.19;0.60;1;347
23757176;4 bedroom house with garden near city center;4457640;Susanne;;De Aker - Nieuw Sloten;5234864;477938;Entire home/apt;130;3;3;01.05.19;0.21;1;1
23757197;Stylish design private room;2492723;Irene;;Zuid;5235522;487619;Private room;140;3;1;13.04.19;0.34;2;285
23757459;The Lux at Leidse Square 2nd floor;178187873;Marcel And Pauline;;Centrum-Oost;5236367;488114;Entire home/apt;999;7;20;16.06.19;Jan/50;6;143
23757703;A cosy, bright apartment in a lively neighborhood;49534524;Lizet;;Bos en Lommer;5237897;485203;Entire home/apt;89;2;15;04.05.19;0.97;1;0
23758357;Modern and cosy 50m2 apartment next to Westerpark;156156838;Bas;;Westerpark;5238942;488073;Entire home/apt;90;7;13;10.06.19;Jan/13;1;1
23758415;Urban Oasis in Central Amsterdam (Private room);10985751;Florence;;Westerpark;5237409;487123;Private room;100;2;20;18.06.19;Jan/27;2;78
23758441;Amazing Appartement in Baarsjesweg;178199053;Asma;;De Baarsjes - Oud-West;5236139;485559;Entire home/apt;120;2;0;;;1;18
23759081;Unique canal view apartment - perfect location;178204597;Claire;;Centrum-West;5238644;489081;Entire home/apt;149;3;18;10.06.19;Jan/14;1;8
23760266;The Lux at Leidse Square 3rd floor;178187873;Marcel And Pauline;;Centrum-Oost;5236435;487985;Entire home/apt;184;7;22;02.07.19;Jan/62;6;126
23768505;Gorgeous Modern Large Hideout | Close 2 Everything;19842964;Simon;;Centrum-Oost;5236269;488201;Private room;145;1;127;07.07.19;08. Mai;2;335
23769168;Modern & Spacious Apt, 15 Min. from City Centre;178300251;Tony;;IJburg - Zeeburgereiland;5236242;498163;Entire home/apt;120;1;25;22.04.19;Jan/74;1;0
23770069;3 bedroom house, 20 min to center, free parking;66108853;Ionut;;Gaasperdam - Driemond;5229472;497184;Entire home/apt;260;1;3;16.07.18;0.25;1;0
23776178;Sunny, luxurious apartment on picturesque canal;8676061;Irina;;Centrum-West;5236557;487972;Entire home/apt;125;1;24;17.06.19;Jan/49;1;2
23776251;Renovated, Authentic & Stylish place in Pijp area;31505111;Doortje;;De Pijp - Rivierenbuurt;5235313;488894;Entire home/apt;150;3;16;27.08.18;01. Sep;1;0
23776508;Nice apartment with backyard in Amsterdam East;29491334;Rian;;Watergraafsmeer;5233874;494509;Entire home/apt;80;3;2;19.03.18;0.13;2;0
23776750;"The Place 2 BnB ensuite bedroom ""Zaal"" City center";93677584;Bob & Menno;;Centrum-West;5237984;48915;Private room;419;3;0;;;3;133
23776950;Very nice apt. with lots of natural light!;84449589;Christiaan;;Centrum-Oost;5236444;492209;Entire home/apt;79;2;10;29.06.18;0.69;22;3
23777337;Great apt. in the heart of the city!;84449589;Christiaan;;Centrum-West;5237823;48951;Entire home/apt;79;2;13;02.09.18;0.89;22;0
23777372;Room Nicole 3;176320082;Enrico / Lucio;;Centrum-Oost;5236354;488535;Private room;125;1;109;07.07.19;07. Mai;3;140
23779165;Modern Spacious Apartment near the Museum District;20643360;Redmar;;Zuid;5234624;487513;Entire home/apt;300;2;7;01.07.19;0.55;1;10
23779764;Luxurious renovated apartment, perfect location!;40520148;Michele;;Westerpark;5237725;487394;Entire home/apt;175;2;8;23.06.19;0.50;1;4
23780248;Spacious Family House w. Park View (Free Parking);96290669;Sjoerd;;Gaasperdam - Driemond;5230185;496993;Entire home/apt;135;2;5;02.07.18;0.31;1;0
23780695;De Pijp - Near to city center;26620918;Janet;;De Pijp - Rivierenbuurt;5235147;490393;Entire home/apt;99;1;16;29.05.19;01. Feb;2;0
23780893;Newly renovated Scandinavian-style apartment;11963721;Eva;;Bos en Lommer;5238147;48569;Entire home/apt;120;2;11;23.06.19;0.70;1;6
23781769;Modern Room;32303413;Natalie;;Slotervaart;5236687;484236;Private room;60;3;23;18.12.18;Jan/46;2;61
23783000;Private rooms @Big central apartment &roof terrace;38891064;Bodine;;Centrum-West;5238039;488088;Private room;120;1;2;25.05.18;0.14;2;0
23783715;Elegant Comfortable Modern Room | Ace Location;19842964;Simon;;Centrum-Oost;5236281;488263;Private room;135;1;113;08.07.19;07. Nov;2;348
23784352;"The Place 2 BnB ensuite bedroom ""1620"" City Center";93677584;Bob & Menno;;Centrum-West;5237855;488966;Private room;409;2;0;;;3;133
23795607;Quiet family house close to city center;4235860;Amsterdamsestadsmus;;Oud-Noord;523935;490664;Entire home/apt;90;2;3;24.10.18;0.21;1;0
23796360;Penthouse with Stunning Views in Amsterdam West;53585108;Marjolein;;De Baarsjes - Oud-West;5236816;485221;Entire home/apt;150;3;0;;;1;17
23796716;King-size Bed, Pvt Room, New Apt, Great Location;31723933;Michael;;Bos en Lommer;5237513;483668;Private room;37;2;8;23.10.18;0.58;2;1
23799815;Cosy modern luxury apartment in beautiful area;7152046;Stijn;;Zuid;523488;48619;Entire home/apt;100;2;7;28.05.18;0.47;1;58
23801933;Nice & sunny apt in touristic center with garden;39113987;BnB-Beheer;;De Baarsjes - Oud-West;5236441;487548;Entire home/apt;150;2;8;13.05.19;0.58;9;0
23802729;Family house at hotspot NDSM with 2 free parking;10585457;Douwke;;Noord-West;5240682;490076;Entire home/apt;200;4;10;19.05.19;0.65;1;7
23806047;Wonderfull house with roof terrace!;21568130;Mariken & Coen;;De Baarsjes - Oud-West;5236048;485929;Entire home/apt;180;3;19;02.01.19;Jan/33;1;0
23814880;Stylish apartment perfect for a romantic getaway!;65859990;Martijn;;Oud-Oost;5235655;491321;Entire home/apt;175;2;13;27.05.18;0.84;207;0
23815632;HISTORIC LUXURY HOUSEBOAT;37208936;Marc;;IJburg - Zeeburgereiland;5236106;499067;Entire home/apt;150;2;4;18.09.18;0.26;1;0
23815895;Amsterdam city center;1646176;Froukje;;Centrum-West;5237682;488805;Private room;190;3;14;18.06.19;0.88;1;0
23815926;Clean renovated appartment  next to the Jordaan;85505501;Ruurd;;Centrum-West;5237646;487768;Entire home/apt;150;4;6;21.10.18;0.39;1;0
23816039;Cosy Home-Away From Home | CITY CENTRE;65859990;Martijn;;Centrum-West;5237132;487627;Entire home/apt;150;2;10;14.04.19;0.65;207;0
23817410;Luxury family home in the heart of Amsterdam;4157567;Eva;;Buitenveldert - Zuidas;5234336;487107;Entire home/apt;295;4;4;02.01.19;0.37;1;43
23817606;Family apartment garden & canal view @hip Old-West;178775223;Karin;;De Baarsjes - Oud-West;5236588;487213;Entire home/apt;400;2;5;29.04.18;0.32;1;0
23818476;Spacious apartment Westerpark (with babyroom!);9223172;Sven;;Westerpark;5237899;487118;Entire home/apt;180;1;3;13.03.19;0.26;1;24
23819110;Spacious studio with terrace on waterside;22272931;Marguerite;;IJburg - Zeeburgereiland;5235663;499266;Private room;140;2;23;29.06.19;Jan/46;1;122
23820189;Luxurious Apartment - Jordaan / 9 Little Streets;13261606;Amadeus;;Westerpark;5237666;487637;Entire home/apt;300;2;20;26.05.19;Jan/55;1;33
23820573;Amsterdam studio - central location, quiet street;36112285;Blanka;;Centrum-West;5237267;488211;Entire home/apt;160;2;12;02.06.19;0.83;1;9
23820910;Modern apartment with magnificient view Amsterdam;178805775;Marja;;IJburg - Zeeburgereiland;5235746;499932;Entire home/apt;160;3;6;25.09.18;0.43;1;0
23832190;Beautiful apartment along a canal;120757903;Jelle;;De Pijp - Rivierenbuurt;523502;490117;Entire home/apt;175;2;10;30.06.19;0.87;1;26
23832372;Cosy & trendy apartment city-center West Amsterdam;3663294;Alexandra;;Bos en Lommer;5238339;485022;Entire home/apt;80;3;15;21.04.19;1.00;1;0
23833578;Amsterdam Sunny Duplex;89889006;Gabriela;;Zuid;5235238;488286;Entire home/apt;265;3;2;06.08.18;0.16;1;0
23833753;Antonella‚Äôs cozy, new little palace in Vondelpark!;54053420;Antonella;;De Baarsjes - Oud-West;5236293;486319;Entire home/apt;160;2;16;19.05.19;01. Feb;1;41
23833861;Modern apartment nearby ‚Äòde Pijp‚Äô & RAI Station;59171116;Matthijs;;De Pijp - Rivierenbuurt;5234179;48961;Entire home/apt;140;2;10;27.05.19;0.68;1;21
23836707;Spacious apartment near Vondelpark in Oud West;13878452;Quirine;;De Baarsjes - Oud-West;5236278;486755;Entire home/apt;129;2;6;02.07.19;0.41;1;0
23836967;*Modern Spacious Cozy Apt in Amsterdam*;26637400;Stefan;;De Aker - Nieuw Sloten;52347;48181;Entire home/apt;177;3;5;04.05.19;0.32;1;0
23839946;Light and spacious family floating home;11235499;Leo;;IJburg - Zeeburgereiland;523644;498235;Entire home/apt;300;7;3;01.05.19;0.24;1;7
23847175;Spacious, private apartment close to city centre;59682325;Jilly;;Oud-Oost;5235323;491241;Entire home/apt;235;4;4;07.07.19;0.28;1;2
23847258;city centre dream house + private garden;2705184;Juul & Ruben;;De Pijp - Rivierenbuurt;5235326;489102;Entire home/apt;285;4;7;02.07.19;0.59;2;39
23849251;Dutch Design Loft in Heart of Amsterdam;15381120;Hyun;;Centrum-West;5237097;489298;Entire home/apt;399;4;11;05.06.19;0.69;1;77
23850634;Lovely fully equipped apartment;136429669;Roxan;;Westerpark;5237977;486904;Entire home/apt;150;2;13;16.06.19;0.85;1;0
23852793;Couples Nest;179159156;Tata;;Bijlmer-Oost;5232398;496656;Private room;58;2;94;05.07.19;Mai 96;2;75
23854270;cozy appartament Amsterdam North /no extra cost;179173426;Maria;;Noord-Oost;5240415;49417;Entire home/apt;110;3;2;25.06.18;0.13;1;0
23854729;Historical apartment with a view, near city centre;42424083;Maartje;;Westerpark;523897;48916;Entire home/apt;150;5;11;30.06.19;0.86;1;0
23855455;Private bedroom in Amsterdam;114685459;Mohamed Amine;;De Aker - Nieuw Sloten;5235065;478717;Private room;40;1;11;09.12.18;0.75;1;0
23864493;Modern and comfortable appartment;71449347;Tom;;Oostelijk Havengebied - Indische Buurt;5235986;493857;Private room;169;2;6;10.06.19;0.41;1;14
23869860;Bright Double Bedroom Family Apartment;14874061;Jasper;;Bos en Lommer;5238417;48509;Entire home/apt;140;3;2;30.04.18;0.13;19;0
23872075;Spacious and cozy apartment in Amsterdam!;179344906;Valerie;;De Pijp - Rivierenbuurt;5234834;490565;Entire home/apt;150;2;6;19.11.18;0.39;1;0
23872326;Apartment Museum Area;5687850;Femke;;Zuid;5235534;488471;Entire home/apt;175;4;0;;;1;0
23872775;Luxury Apartment;;;;;;;;;;;;;;
23874962;Bright & beautiful appartment close to everything;1772563;Brenda;;Oud-Oost;5235596;491226;Entire home/apt;200;45;1;26.03.18;0.06;1;0
23877538;Large family home B&B with 3 bedrooms;179397775;Manon;;Slotervaart;5236114;482551;Private room;150;2;8;04.06.19;0.52;1;6
23878209;Room of love! Amsterdam Noord;129276365;Daniele;;Noord-West;5240529;491738;Private room;80;2;4;28.08.18;0.26;1;0
23878466;Cosy Westerpark apartment with stunning view;179406010;Marie-Anne;;Westerpark;5238498;487114;Entire home/apt;150;2;3;20.04.18;0.19;1;0
23878777;Luxury & Comfort in Pijp + private roof terrace;19908943;Daphny;;De Pijp - Rivierenbuurt;5235715;490134;Entire home/apt;295;3;0;;;3;24
23880524;Spacious Private Room near City Center/Schiphol /G;41570561;Sohail;;Slotervaart;5234679;482831;Private room;99;2;22;24.06.19;Jan/42;2;90
23886272;Spacious loft (2 person) in Oud-West Amsterdam;103193184;Christiaan;;De Baarsjes - Oud-West;5236739;486684;Entire home/apt;100;3;16;20.09.18;01. Mär;1;0
23888155;Modern Contemporary 2P | Popular Area;65859990;Martijn;;Westerpark;5238357;487676;Entire home/apt;89;2;5;13.09.18;0.35;207;0
23888205;Strikingly Fabulous;;;;;;;;;;;;;;
23888656;Beautilful and Light in the Centre of Pijp;14685400;Tom;;De Pijp - Rivierenbuurt;5235252;489894;Entire home/apt;119;3;23;18.03.19;Jan/64;1;0
23888996;Centrally located canal penthouse apartment;17507570;Roy;;Centrum-West;5237291;488707;Entire home/apt;150;2;1;25.03.18;0.06;1;0
23890436;romantisch;143160348;Jorge;;Oostelijk Havengebied - Indische Buurt;5236945;49357;Entire home/apt;100;2;24;20.02.19;Jan/61;1;0
23890875;Comfortable home with garden. In Amsterdam Noord.;47030412;Simona;;Noord-West;5240652;490604;Entire home/apt;119;3;7;06.07.19;0.45;1;9
23895544;Spacious Family home + free parking & BIG terrace!;4339685;Bob;;Bos en Lommer;5237645;483854;Entire home/apt;155;2;1;10.06.18;0.08;1;12
23896405;Newly renovated apartment of 60m2 in West;116105029;John;;Bos en Lommer;5237306;484838;Entire home/apt;129;2;3;02.06.19;0.97;1;245
23896625;Urban loft;51660367;Judith;;Watergraafsmeer;5235259;493301;Private room;165;2;49;04.07.19;Mär 43;1;156
23897024;19th century luxury loft apartment in De Pijp;3146642;Andrew & Ruth;;De Pijp - Rivierenbuurt;5235548;490207;Entire home/apt;220;3;0;;;2;0
23897640;Spacious ground floor apartment in Amsterdam Oost;32890181;Zainab;;Oostelijk Havengebied - Indische Buurt;5236351;493309;Entire home/apt;140;7;10;11.04.19;0.65;1;158
23899291;Spacious apartment in de Pijp with rooftop terrace;38002118;Phoebe & Valentijn;;De Pijp - Rivierenbuurt;5235505;490226;Entire home/apt;220;2;16;08.06.19;01. Jul;1;9
23899829;Central location, En-suite private room;8321212;Henry;;Centrum-West;5237604;490167;Private room;120;2;91;08.07.19;Mai 80;2;180
23908602;Renovated apartment with private roofterrace;176045027;Tim;;Westerpark;5238436;487472;Entire home/apt;200;2;15;27.08.18;0.97;2;0
23909177;Stylish & Modern 4P APT/BALCONY/Next to Vondelpark;65859990;Martijn;;De Baarsjes - Oud-West;5236271;487515;Entire home/apt;175;2;16;24.06.18;01. Mai;207;0
23910874;Modern houseboat;179720169;Robert;;Noord-West;5240654;490542;Entire home/apt;170;4;2;28.04.19;0.32;1;19
23916835;Amazing appartment for 2 in the heart of Amsterdam;4118996;Timo;;Centrum-West;5237143;488168;Entire home/apt;185;2;10;16.06.19;0.69;1;8
23918280;Clean & bright room - Amsterdam - door lock;47525882;Liliana;;Bos en Lommer;5238141;485975;Private room;109;2;64;24.06.19;Apr/14;2;74
23921356;Scandinavian apartment, kingsize bed and balcony;20561264;Moniek;;Zuid;5234619;486283;Entire home/apt;115;3;8;01.06.19;0.57;1;0
23921834;Urban Dreamers Hub;77845621;Emma;;Centrum-West;5237038;488961;Entire home/apt;150;3;9;23.06.19;Jan/28;1;93
23937912;Private Romantic Little Houseboat on the Amstel;25271066;Edith;;Watergraafsmeer;5233219;490278;Private room;111;3;39;03.07.19;Feb/69;1;75
23938648;Great Apartment In The Heart Of Amsterdam!;179951857;Dimi & Rob;;Centrum-West;5237544;489523;Entire home/apt;110;3;12;22.07.18;0.88;4;2
23941565;Lovely family home in the green hart of the city;9751668;Lotte;;Watergraafsmeer;523553;493789;Entire home/apt;250;2;20;16.06.19;Jan/31;1;244
23942352;CANAL APARTMENT AMSTERDAM CENTER/PIJP;31238002;Paul;;Centrum-Oost;5235909;48948;Entire home/apt;330;2;10;07.06.19;0.78;1;90
23942724;Lovely 45m2 Studio, Amstel River!;57252276;Eva;;Watergraafsmeer;5234997;491882;Entire home/apt;145;2;1;04.04.18;0.07;2;0
23950151;Endearing house near Amsterdam;32551266;Mandy;;Watergraafsmeer;5233563;494122;Private room;77;2;20;01.07.19;Feb/58;1;4
23951079;Unique apartment in monumental mansion house;36013250;Lisa;;Centrum-West;5236645;488483;Entire home/apt;160;3;2;03.01.19;0.20;1;0
23951450;Great light apartment at a central location!;7281237;Julie;;Oud-Oost;5235768;491055;Entire home/apt;120;3;12;10.06.19;0.86;1;6
23953668;Private oasis in Amsterdam's coolest neighbourhood;2501797;Alexandra;;Oud-Noord;5239909;491581;Private room;105;3;17;24.06.19;Jan/35;1;163
23953772;Comfortable apartment+terrace in central Amsterdam;4884502;Martijn;;Centrum-Oost;5235945;489187;Entire home/apt;150;1;39;12.06.19;Feb/48;1;37
23955907;Private, stylish and modern apartment in Amsterdam;31138414;Sophie;;De Baarsjes - Oud-West;5236275;485487;Entire home/apt;120;3;2;24.03.18;0.13;1;6
23956368;Cozy apartment in beautiful Amsterdam West!;3338158;Miro;;Zuid;5235442;484702;Entire home/apt;100;2;1;02.06.18;0.07;1;0
23956943;Comfortable parkview apartment;39043685;Mirjam;;Bos en Lommer;5237335;484966;Entire home/apt;140;2;11;23.10.18;0.74;1;0
23957801;Modern & Private, Sunny @ popular area!;33937078;Thomas;;De Baarsjes - Oud-West;5236018;48621;Entire home/apt;160;4;7;01.01.19;0.47;1;5
23957941;Modern room with PRIVATE balcony in West!;59340913;Sophie;;De Baarsjes - Oud-West;5237361;485853;Private room;60;1;8;01.09.18;0.59;1;0
23959230;Cosy apartment with great location (near De Pijp);149179505;Quentin;;De Pijp - Rivierenbuurt;5234768;490175;Entire home/apt;80;1;15;27.05.18;0.96;1;0
23959882;Bright, modern FAMILY Apartment near RAI;46473893;Ali Murat;;De Pijp - Rivierenbuurt;5234497;490077;Entire home/apt;150;2;4;22.05.19;0.26;1;0
23962734;Spacious apartment in Amsterdam Zuid;180190045;Marietta;;Buitenveldert - Zuidas;52342;487635;Private room;200;1;0;;;1;4
23963946;Sunny spacious Amstel houseboat  | City Center;13764279;Kay;;De Pijp - Rivierenbuurt;5235103;490863;Entire home/apt;150;3;73;22.06.19;Apr/85;1;93
23971011;Spacious three-bedroom appartment with roofterrace;69912112;Marije;;De Pijp - Rivierenbuurt;5234624;489161;Entire home/apt;175;4;10;20.06.19;0.64;1;0
23971504;Private, cosy studio, canal view, Museum area;180288270;Ellen;;Zuid;5235332;488539;Entire home/apt;120;2;98;07.07.19;Jun/41;2;270
23971505;Lovely Amsterdam Apartment;22008071;Valentina;;Zuid;5234983;484794;Entire home/apt;100;2;2;09.06.18;0.13;2;0
23971759;Private, cosy studio, terrace, Museum area,;180288270;Ellen;;Zuid;5235246;488496;Entire home/apt;120;2;102;07.07.19;Jun/59;2;248
23972937;Amsterdam - Excellent Location!;15218986;Thomas;;Oud-Oost;5235956;491346;Entire home/apt;250;1;25;25.06.19;Jan/93;1;189
23977668;Houseboat;17417642;Marco;;Centrum-Oost;523634;490498;Private room;175;2;61;07.07.19;Apr/64;1;277
23983086;Light apartment in lively area of Amsterdam;78548748;Barbara;;De Pijp - Rivierenbuurt;5235346;489841;Entire home/apt;150;3;5;17.06.19;0.34;2;0
23984081;Spacious & light 3 bedroom apartment in Amsterdam;180343327;Elisabeth;;Osdorp;5235805;48024;Entire home/apt;160;3;6;23.06.18;0.39;1;0
23984557;Lovely apartment close to centre of Amsterdam;57771318;Annette;;Watergraafsmeer;5234916;494156;Entire home/apt;95;3;2;20.08.18;0.18;1;0
23985174;Cosy apartment in Amsterdam West;11370740;Marleen;;De Baarsjes - Oud-West;5237445;486076;Entire home/apt;100;2;13;22.04.19;0.85;1;4
23986449;Lovely private studio in the heart of Amsterdam;136379923;Achayla;;Centrum-West;5237989;488719;Entire home/apt;230;2;22;25.06.19;Jan/49;1;146
23986945;Quit room in south of Amsterdam;121346909;Henk And Caroline;;Buitenveldert - Zuidas;5233159;488159;Private room;60;2;4;06.07.18;0.28;1;0
23988504;Lovely apartment walking distance from city center;75377229;Bo;;Westerpark;5237571;48734;Entire home/apt;140;2;10;23.06.19;0.64;1;0
23990173;Fantastic East-centre Apartment (Two-bedrooms);20039393;Michelle;;Oostelijk Havengebied - Indische Buurt;5236517;493932;Entire home/apt;220;2;3;18.03.19;0.25;1;0
23993527;Comfortable appartment with garden in city center;75730294;Bert-Jan;;De Pijp - Rivierenbuurt;523511;489756;Entire home/apt;195;3;1;01.05.18;0.07;1;0
23993741;Appartment in Amsterdam - available for Easter;168402617;Lisa;;De Baarsjes - Oud-West;5236405;485698;Entire home/apt;109;2;1;02.04.18;0.06;1;0
24001728;Cosy apartment with balcony and bikes for rent!;30108183;Minke;;De Baarsjes - Oud-West;5237366;486267;Entire home/apt;145;2;3;02.06.19;0.22;2;8
24002649;sunny studio with balcony;55875992;Nadine Schindler;;Bos en Lommer;5237908;485597;Private room;110;1;8;22.06.19;0.51;1;0
24003503;Amsterdam Farm Lodge: 8 persons holiday home;135487531;Rogier & Nicole;;Noord-West;524195;487173;Entire home/apt;199;2;32;27.05.19;02. Sep;7;318
24003573;Central and very sunny apartment with great view.;180635146;Michiel;;Westerpark;5237395;486748;Entire home/apt;110;60;6;25.08.18;0.39;1;0
24005354;Cosy and Comfortable Apartment, Stadionbuurt;179691260;Melanie;;Zuid;5234611;48625;Entire home/apt;105;2;9;22.04.19;0.59;1;4
24008958;Lovely family-suited apartment in South  Amsterdam;92011140;Reina;;Buitenveldert - Zuidas;5233408;487139;Entire home/apt;155;2;10;12.05.19;0.64;1;21
24012852;Perfect located modern and light apartment+balcony;27172672;Rob;;Oud-Oost;5235274;491615;Entire home/apt;110;2;2;04.05.18;0.13;1;0
24013826;Gorgeous family canal house city center;101355112;Brechje & Joost;;De Baarsjes - Oud-West;5237177;487215;Entire home/apt;200;3;12;10.06.19;0.83;1;0
24013945;Cozy bedroom 20m2, 5min from central station;65486280;Danny;;Oud-Noord;5239241;491374;Private room;65;1;9;17.06.18;0.58;2;0
24015247;Private Room w/ Roof Terrace in a Charming  Home!;36635436;Michelle;;De Baarsjes - Oud-West;523692;486421;Private room;75;1;23;07.07.19;Jan/53;1;0
24016126;Modern, spacious and bright apartment in de Pijp;180737357;M & R;;De Pijp - Rivierenbuurt;523501;489944;Entire home/apt;163;4;17;11.06.19;Jan/23;1;6
24016519;Luxury two floor apartment with large roof terrace;180740832;Sjoerd;;Zuid;523534;488164;Entire home/apt;275;1;11;07.07.19;0.78;1;14
24018750;Top floor- private bathroom & balcony by Centraal;2572741;Megan;;Oud-Noord;5238348;491166;Private room;165;3;2;22.04.19;0.20;1;0
